primary_isbn13,nyt_title,nyt_author,nyt_published_date
9783748087359,THE GATE OF THE FERAL GODS,Matt Dinniman,2026-06-07
9783748087366,THE BUTCHER'S MASQUERADE,Matt Dinniman,2026-06-07
9783748087373,THE EYE OF THE BEDLAM BRIDE,Matt Dinniman,2026-06-07
9781250429797,MY HUSBAND'S WIFE,Alice Feeney,2026-06-07
9781668652664,THE NIGHT WE MET,Abby Jimenez,2026-06-07
9798350430479,THIS INEVITABLE RUIN,Matt Dinniman,2026-06-07
9798217073443,STRANGERS,Belle Burden,2026-06-07
9798217176397,FAMESICK,Lena Dunham,2026-06-07
9781668653487,YOU WITH THE SAD EYES,Christina Applegate,2026-06-07
9798217174072,LONDON FALLING,Patrick Radden Keefe,2026-06-07
9781488235832,PHASES,Brandy with Gerrick Kennedy,2026-06-07
9780593412701,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2026-06-07
9798217282159,A WORLD APPEARS,Michael Pollan,2026-06-07
9780063445222,STRIPPED DOWN,Bunnie Xo,2026-06-07
9780593830406,NOBODY'S GIRL,Virginia Roberts Giuffre,2026-06-07
9780593829097,THE ANXIOUS GENERATION,Jonathan Haidt,2026-06-07
9780593294185,GREENLIGHTS,Matthew McConaughey,2026-06-07
9781797166001,ARSENIO,Arsenio Hall with Alan Eisenstock,2026-06-07
9781427264305,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,2026-06-07
9781797147949,I'M GLAD MY MOM DIED,Jennette McCurdy,2026-06-07
9780593912089,1929,Andrew Ross Sorkin,2026-06-07
9781668085486,START WITH YOURSELF,Emma Grede,2026-06-07
9781250379610,DROWNPROOF,Andy Stumpf,2026-06-07
9780316609555,HOW TO START,Jodi Kantor,2026-06-07
9781324078777,PLANET MONEY,Alex Mayyasi and the hosts of NPR’s “Planet Money”,2026-06-07
9780063434080,THE MANBOOK,Nick Freitas,2026-06-07
9781250183866,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,2026-06-07
9780062407801,NEVER SPLIT THE DIFFERENCE,Chris Voss with Tahl Raz,2026-06-07
9781546176183,BIG JIM BELIEVES,Dav Pilkey,2026-06-07
9781546135548,DAWN ON THE COAST,Ann M. Martin,2026-06-07
